Talk20_A01_Slow,『プールの中とはいえ、今日はほんと暑かったねー。』
Talk20_A01_Slow,『そう…だね。っ日差し、も強…かったし…まだっ…[改行]体ッ…中…火照って…ジンジン…っ…してる、よ。』
Talk20_A01_Slow,『乙羽ちゃんの中も火照ってとても熱いよ。』
Talk20_A01_Slow,『ん…わ、わかってる…っ…か、ら…そん、な事…[改行]い、言わないで…。』
Talk20_A01_Slow,『恥ず…か、しくてっ…っ…あそこが…もっと感じて…[改行]熱くっ…っ…なっちゃ、う。』
Talk20_A01_Slow,『え？何？よく聞こえなかったー。』
Talk20_A01_Slow,『え、わ、私…何か…っ…言った、か、な…？』
Talk20_A01_Slow,『んー…私の勘違いか。シャワーの音で[改行]聞き間違えたみたい。』
Talk20_A02_Slow,『この季節のプールはやっぱり気持ちよかったね。』
Talk20_A02_Slow,『うん、深くて、大きくて…っぁ…き、気持ちぃいっ…。』
Talk20_A02_Slow,『はは、確かにここのプールは広いよね。うちの学校、[改行]土地だけは広いし。』
Talk20_A02_Slow,『それにしても、ふふっ、乙羽ったら余韻に浸り過ぎー。』
Talk20_A02_Slow,『っ！あ…シャ、シャワーも気持ちいいっ…から、[改行]つ、つい…。』
Talk20_A02_Slow,『気持ちよくて本音が出ちゃったかぁ。おじさんも[改行]声が出ちゃうかも…。』
Talk20_A02_Slow,『ダメ、やだ…んっ…莉乃ちゃんに聞こえちゃうぅ。』
Talk20_A03_Slow,『今日は乙羽の勉強の息抜きになったようでよかったよ。』
Talk20_A03_Slow,『っ…私のっ…我が…儘に、付き合って、くれて…[改行]ぁ、ありがとう。んっ…嬉しかった。』
Talk20_A03_Slow,『今もイキ抜きのために突き合ってるけどね。』
Talk20_A03_Slow,『もぉお、おじさんのバカぁ…っ、私は声を抑えるのに…[改行]必死なのにぃ…！』
Talk20_A03_Slow,『おじさん？ああ、セクハラひどかったよね。乙羽の体を[改行]ジロジロ見回して…。乙羽も気を許し過ぎちゃダメだよ？』
Talk20_A03_Slow,『んっ…莉乃ちゃん…ぁ…考え過ぎだよ。』
Talk20_A03_Slow,『おじさんはとってもイイ人っだからっ…はぁはぁ…[改行]そんな目でっ…み、見てないよ。』
Talk20_A03_Slow,『おじさんは乙羽ちゃんをいつもそういういやらしい目で[改行]見ているよ。』
Talk20_A03_Slow,『んっ…そ、それは分かって、るけど…っ…っぁ…[改行]…おじさんの…エッチ…。』
Talk20_A04_Slow,『あのタイミングでおじさんが来るなんて、私たちの事[改行]つけてたんじゃない？…なんてまさかね。』
Talk20_A04_Slow,『さ、流石にっ考え過ぎっ…だよ。んっ…み、見回りを[改行]先生にっ…っ…頼まれたって言ってたし…。』
Talk20_A04_Slow,『もとはと言えば乙羽ちゃんがおじさんにプールのことを[改行]教えてくれたんだよ？このエッチなスク水で誘惑するためにね。』
Talk20_A04_Slow,『っ…ぁ…だ、だっておじさんがっ…っ…この水着で[改行]エッチ…っ…したいって言う…からっ…。』
Talk20_A04_Slow,『でも莉乃ちゃんを巻き込むことはないじゃないか。[改行]つまり、莉乃ちゃんは乙羽ちゃんの性欲を満たすために[改行]利用されたわけだ。』
Talk20_A04_Slow,『そっ、そんなつもり、じゃ…。そ、それに…ここで[改行]シてるのはっ…お、おじさんが無理やり…』
Talk20_A04_Slow,『乙羽ちゃんがそんな水着で誘うから我慢出来なくなっ[改行]ちゃったんだよ。だから、乙羽ちゃんが悪いんだ。』
Talk20_A04_Slow,『そ、そんなぁ…。』
Talk20_A05_Slow,『それにしても、莉乃ちゃんは全然気付いてないようだね。[改行]すぐ隣でこんなエッチなことをしてるのに…。』
Talk20_A05_Slow,『ゴメッ、ン、ね…莉乃ちゃんっ…。おっ、お喋りしてる…[改行]最中、なのに…。』
Talk20_A05_Slow,『んん、私、こんなにいやらしいエッチ…、して…るのぉ…。[改行]はっ、あぁん…。』
Talk20_B01_Slow,『ねえねえ、プールもいいけど、今度海に行かない？』
Talk20_B01_Slow,『え…、んっ…海なんて、っぁ…急にどうして？まだ[改行]泳げないから…っ…怖いよ。』
Talk20_B01_Slow,『ほら、海なら泳ぎが苦手でも浜辺とかで楽しめるん[改行]じゃないかなーって。』
Talk20_B01_Slow,『でも、っ…ぁ…お母さん、が許してくれる、かな…。』
Talk20_B01_Slow,『んっ…あ…色々っ…厳しい、から…聞いてみない…っ…[改行]とわからない、よ…。』
Talk20_B01_Slow,『そっか、おばさん厳しいもんねー。』
Talk20_B01_Slow,『ま、それは置いといて。乙羽の意見はどう？行きたい？』
Talk20_B01_Slow,『っ…行けるようならっ…い、行きたいな。っぁ…[改行]んっ…ちゃんと、勉強したらっ…許してもらえる、かも…。』
Talk20_B01_Slow,『乙羽ちゃんはコッチの勉強に熱心だもんなあ。』
Talk20_B01_Slow,『じゃあ行く方向で話し進めよっか。』
Talk20_B02_Slow,『海に行くとなると、水着はやっぱり買っておかないとね！[改行]乙羽はどんな水着が着たい？』
Talk20_B02_Slow,『え、えっと…は、恥ずかしいし、んっ…っぁ…露出度が[改行]低い、のがいいっ…かなぁ…んっ…。』
Talk20_B02_Slow,『乙羽ちゃんのセクシーなビキニ姿もおじさんは[改行]見てみたいなぁ。』
Talk20_B02_Slow,『ビキニなんて…そんなのっ…っ…無理っ、だよ。…[改行]っぁ…スクール水着でもっ…んっ…恥ずかしいのに…。』
Talk20_B02_Slow,『おじさんのお願い、聞いて欲しいなあ。じゃないと[改行]もっと大きな音を立てちゃうよ？』
Talk20_B02_Slow,『そんなのっ…っぁ…ダメ、あっ…莉乃ちゃんに…んんっ、[改行]バレちゃうよぉ。』
Talk20_B02_Slow,『ん？乙羽どうしたー？なんか言った？』
Talk20_B02_Slow,『な、何もっ…言ってないっ…よ。はぁはぁ…その…、[改行]ビキニとか…、んっ…、着てみたいかな、なんて…。』
Talk20_B02_Slow,『嫌がっても結局おじさんのお願いを聞いてくれるんだね、[改行]乙羽ちゃんは。おじさんとっても嬉しいよ。』
Talk20_B03_Slow,『ビキニだなんて、珍しく大胆じゃ～ん♪乙羽なら[改行]注目されてナンパされちゃうかもね。』
Talk20_B03_Slow,『え、そ、そんなこと、ないよ。っぁ…り、莉乃ちゃんに[改行]比べたらっ…はぁ…私なんてっ…全然、だよ。』
Talk20_B03_Slow,『乙羽は自分の可愛さが全然分かってないなー。[改行]勿体ない！』
Talk20_B03_Slow,『そうだよ。おじさんが海で乙羽ちゃんを見かけたら[改行]すぐナンパしちゃうよ。あぁ、想像したら腰が止まらないよ…！』
Talk20_B03_Slow,『おじさん。うっ、嬉しいっ…けど…や、やり過ぎたら…[改行]んっ…バレちゃうってばぁ…。』
Talk20_B04_Slow,『とはいえ、乙羽を悪い虫から守らないといけないから[改行]男友達を連れて行かないといけないかもね。』
Talk20_B04_Slow,『乙羽の方で一緒に行ってくれそうな人っている？』
Talk20_B04_Slow,『んっ…っ…越して来た、っばかりだし、そんな人っ、[改行]いないよ。はあ、ん…。』
Talk20_B04_Slow,『じゃあおじさんが立候補しちゃおうかな？』
Talk20_B04_Slow,『そしたら海のシャワー室や岩場で、乙羽ちゃんと[改行]エッチなことをしたいな。』
Talk20_B04_Slow,『んっ！……っぁ…ぅ……そんなの…ダメ、色んな人にぃ、[改行]おじさんとの変態エッチ…見られちゃうぅ…！んあっ…。』
Talk20_B04_Slow,『おや、締まりが良くなったぞ。想像して興奮しちゃった[改行]かい？』
Talk20_B05_Slow,『それにしても、こんなにシてるのに、莉乃ちゃんは[改行]まだ気付いてないようだね。意外に鈍い子だ…。』
Talk20_B05_Slow,『もうっ…バレちゃぅからぁ…。無茶しないでぇ…。』
Talk20_C01_Slow,『もう夏休みも中盤かー。部活や自主練ばっかりで全然[改行]宿題ができてないな。乙羽はどう？』
Talk20_C01_Slow,『…っ…んん、私はっ…っ…転校生、だから…っ…宿題は[改行]無い、けど…』
Talk20_C01_Slow,『んっ…ほ、補修の予習と、…っ…復習で…勉強、[改行]ばっかり…っ…かな。』
Talk20_C01_Slow,『乙羽ちゃんは頭がいいから、のみ込みが早くてエッチな[改行]勉強の成果が出てるよ。家でも自習してたのかな？』
Talk20_C01_Slow,『し、してるっけど…。んっ…っぁ…おじさんに[改行]会えない日は…っ…寂しく、なって…。』
Talk20_C01_Slow,『私の方は部活終わりで疲れてるから、帰ったら宿題に[改行]手が付けられないのよ。』
Talk20_C01_Slow,『乙羽、昔から賢かったし、いい勉強法知ってる？』
Talk20_C01_Slow,『ほら、莉乃ちゃんも知りたがってるよ。乙羽ちゃん、[改行]教えてあげなよ。』
Talk20_C01_Slow,『えぇ……、よ、夜っ…皆が…っ…っぁ…寝静まった後、[改行]んっ…はぁはぁ…音を立て、ないようっ…に』
Talk20_C01_Slow,『が、学校でシたこととかっ…っあ…お、思い出しながら[改行]っ…んっ…自習っしてる…だけ、だよ。』
Talk20_C01_Slow,『そっか。やっぱり地道に時間を作ってやってくしか[改行]ないのかなー。』
Talk20_C02_Slow,『うちの部活の１年は色気づいて恋愛トークばっかだよ。[改行]ちょっとは乙羽を見習って欲しいな。』
Talk20_C02_Slow,『見習うってコッチのことかな？だったら皆の前で[改行]実演してあげようか。』
Talk20_C02_Slow,『んっ…そんなのダメー！っぁ…今で…も、っはぁ…十分[改行]恥ずかしいっ…のに！そんな事したら…あっ、はぁ…[改行]恥ずかしさで頭おかしくなっちゃうよぉ…。』
Talk20_C02_Slow,『でもそれが好きなんだよね、乙羽ちゃんは。おマンコの[改行]締まり具合がいつもよりスゴいよ…。』
Talk20_C02_Slow,『でも、乙羽も勉強ばっかしてないで、そっちの方にも[改行]興味を持った方がいいよー。』
Talk20_C02_Slow,『っ…っぁ…子ども扱いっ…しないでよ。んあっ…私が[改行]まるでっ…興味ないみたいに…言って…。』
Talk20_C02_Slow,『お、何々？乙羽にもそういう人いるの？』
Talk20_C03_Slow,『気に、なるっ…んっ…人は、いるかなー…。』
Talk20_C03_Slow,『誰だれ？教えてよー。』
Talk20_C03_Slow,『おじさんも気になるなぁ。嫉妬しちゃうなぁ。[改行]教えてくれよ。』
Talk20_C03_Slow,『やだぁ…分かってるくせにぃ…。おじさんとのっ…っぁ…[改行]関係っ…なんて…んっ…言えないよ…。』
Talk20_C03_Slow,『ねー乙羽ー、教えてよ。私と乙羽の仲じゃない。[改行]誰にも言わないからさ。』
Talk20_C03_Slow,『え、え～っと…り、莉乃ちゃんっ…っ…の知らない[改行]っ人…かな。』
Talk20_C03_Slow,『ならいいじゃない。前の学校の人？』
Talk20_C03_Slow,『前の学校っ…は、周り、も勉強っ…んっ…ばっかり、で[改行]皆そんなっ…余裕、なかっ…たから。』
Talk20_C03_Slow,『え、じゃあこの学校の人なんだ？同じ補習の人？』
Talk20_C03_Slow,『ち、違うよー。んっ…も、もう…っ…いいじゃない。』
Talk20_C03_Slow,『もしかして…先生とか？大人の人かな？』
Talk20_C04_Slow,『う…うう………』
Talk20_C04_Slow,『あれ？もしかして図星だった？』
Talk20_C04_Slow,『う、うん…。んっ…、』
Talk20_C04_Slow,『もしかしておじさんのことだったら嬉しいなぁ。[改行]多めに突いてあげるねえ。』
Talk20_C04_Slow,『え…っと、その人のどういうところが…？』
Talk20_C04_Slow,『私の全然っ…っ…知ら、ないっ…ことも…優しく[改行]教え、てくれるっ…し、』
Talk20_C04_Slow,『じょ、上手にっ…んぅっ…で、出来たらっ…褒めて[改行]くれる、し…はぁはぁ…向こうもっ満足、してくれるの。』
Talk20_C04_Slow,『そんな風に思ってくれてたんだね。どんな要望にも応えて[改行]くれるし、本当に乙羽ちゃんにはエッチな事の教えがいが[改行]あるよ。』
Talk20_C04_Slow,『…恥ずか、しくって…あまりっ…っ…口に出せない[改行]ことも、んっ…察し、て…っ…リードしてくれるし…。』
Talk20_C04_Slow,『……そっか…。い、良い人に出会えてよかったね。』
Talk20_C04_Slow,『アクメもリードしてあげようねぇ。ほら、[改行]イカせてあげるからね…！』
Talk20_A01_Nrml,『プールの中とはいえ、今日はほんと暑かったねー。』
Talk20_A01_Nrml,『っぁ…そ、そう、だね。っん…っぁ…日差しっ、も…[改行]強かったし…。』
Talk20_A01_Nrml,『ま、まだ…か、体中、火照って…っ…ジンジン、…[改行]んあ…っ…してるっ…よ。』
Talk20_A01_Nrml,『乙羽ちゃんの中も火照ってとても熱いよ。』
Talk20_A01_Nrml,『わ、わかってる…っ…から…ぁっ…んっ……[改行]そん、な事…い、言わないっ…でぇ…っ…』
Talk20_A01_Nrml,『は、恥ずかしく、て…っぁ…あそこが…んんっ…[改行]もっと感じて…っ……熱く、なっ、ちゃ…う。』
Talk20_A01_Nrml,『え？何？よく聞こえなかったー。』
Talk20_A01_Nrml,『え、わ、私……はぁはぁ…っぁ…[改行]な、何か言ったかな…？』
Talk20_A01_Nrml,『んー…私の勘違いか。シャワーの音で[改行]聞き間違えたみたい。』
Talk20_A02_Nrml,『この季節のプールはやっぱり気持ちよかったね。』
Talk20_A02_Nrml,『うんっ、深くって、大きくって…あっ……[改行]気持ちいいぃっ…。っは、っぁ…』
Talk20_A02_Nrml,『はは、確かにここのプールは広いよね。うちの学校、[改行]土地だけは広いし』
Talk20_A02_Nrml,『それにしても、ふふっ、乙羽ったら余韻に浸り過ぎー。』
Talk20_A02_Nrml,『っ！あ…シャ、シャワーもっ…んっ…っは…ぁ…[改行]き、気持ちいいっから、つい…。』
Talk20_A02_Nrml,『気持ちよくて本音が出ちゃったかぁ。おじさんも[改行]声が出ちゃうかも…。』
Talk20_A02_Nrml,『ゃ、ダメ、やだぁ…んあっ…り、莉乃ちゃんにっ…[改行]はぁはぁ…聞こえちゃうぅ。』
Talk20_A03_Nrml,『今日は乙羽の勉強の息抜きになったようでよかったよ。』
Talk20_A03_Nrml,『っは…っぅ、わ、私のっ…我が儘に…つ、付き合ってっ…[改行]くれてありがとう。ん…っ…う、嬉しかった。』
Talk20_A03_Nrml,『今もイキ抜きのために突き合ってるけどね。』
Talk20_A03_Nrml,『っもぉお、おじさんのっ、バカぁ…[改行]私は声を抑えるのにぃ、んッ…必死なのにぃ！』
Talk20_A03_Nrml,『おじさん？ああ、セクハラひどかったよね。乙羽の体を[改行]ジロジロ見回して…乙羽も気を許し過ぎちゃダメだよ？』
Talk20_A03_Nrml,『りっ、莉乃ちゃん、考えっ過ぎ、だよ。』
Talk20_A03_Nrml,『…んあっ…おじさんはとってもイイ人、だからっ…[改行]そんな目でっ…っ…見てないっ、よ。』
Talk20_A03_Nrml,『おじさんは乙羽ちゃんをいつもそういういやらしい目で[改行]見ているよ。』
Talk20_A03_Nrml,『そっ…っぁ…それはっ…分かってる、けど……んんっ[改行]おじさんのエッチ…。』
Talk20_A04_Nrml,『あのタイミングでおじさんが来るなんて、私たちの事[改行]つけてたんじゃない？…なんてまさかね。』
Talk20_A04_Nrml,『さ、…流石にっ考え、過ぎだよ。ぁ…うっ…み、見回りを[改行]先生にっ…はぁはぁ…た、頼まれたって言って、たし…。』
Talk20_A04_Nrml,『もとはと言えば乙羽ちゃんがおじさんにプールのことを[改行]教えてくれたんだよ？このエッチなスク水で誘惑するためにね。』
Talk20_A04_Nrml,『んっ…だって、ぁ、おじさんがこの水着っ…でっ…[改行]エッチしたいって…んぅ…言うから…。』
Talk20_A04_Nrml,『でも莉乃ちゃんを巻き込むことはないじゃないか。[改行]つまり、莉乃ちゃんは乙羽ちゃんの性欲を満たすために[改行]利用されたわけだ。』
Talk20_A04_Nrml,『んあっ…そんなつもり、じゃ…。それに、ここでっ…[改行]んあっ…シてるのはっ…おじさんがっ…無理やり…っ』
